time,spatial_ref_mean,blue_mean,red_mean,nir08_mean,swir16_mean,swir22_mean,green_mean,unit_key
2015-07-31,0,2505.0978835978835,2570.8439153439153,4688.21164021164,3190.867724867725,2739.8518518518517,2658.2248677248676,283_BIDWILLII_4_1
2015-08-31,0,2530.431216931217,2597.44708994709,4675.787037037037,3287.9669312169312,2810.791005291005,2685.309523809524,283_BIDWILLII_4_1
2015-09-30,0,2551.128306878307,2641.6666666666665,4736.059523809524,3425.8161375661375,2881.4656084656085,2724.26455026455,283_BIDWILLII_4_1
2015-10-31,0,2564.304232804233,2650.095238095238,4841.246031746032,3480.9074074074074,2924.0185185185187,2741.3888888888887,283_BIDWILLII_4_1
2015-11-30,0,2582.0886243386244,2673.0886243386244,5147.431216931217,3628.3015873015875,2970.440476190476,2785.7513227513227,283_BIDWILLII_4_1
2015-12-31,0,7311.104497354498,7555.638888888889,9108.362433862434,7150.2526455026455,5859.841269841269,7504.219576719577,283_BIDWILLII_4_1
2016-01-31,0,2530.0992063492063,2604.3809523809523,5380.91798941799,3417.8743386243386,2830.3611111111113,2746.8756613756614,283_BIDWILLII_4_1
2016-02-29,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2016-03-31,0,2589.59126984127,2891.69708994709,4439.800264550265,3428.7896825396824,3040.90873015873,2924.5396825396824,283_BIDWILLII_4_1
2016-04-30,0,2526.005291005291,2590.05291005291,4978.751322751323,3321.8333333333335,2801.330687830688,2701.3518518518517,283_BIDWILLII_4_1
2016-05-31,0,2512.112433862434,2585.8928571428573,4722.6838624338625,3231.675925925926,2772.9669312169312,2666.005291005291,283_BIDWILLII_4_1
2016-06-30,0,2505.322751322751,2577.6243386243386,4818.170634920635,3189.6031746031745,2748.1150793650795,2674.309523809524,283_BIDWILLII_4_1
2016-07-31,0,2515.9801587301586,2580.9391534391534,4791.73544973545,3227.972222222222,2770.2843915343915,2675.1031746031745,283_BIDWILLII_4_1
2016-08-31,0,2527.0873015873017,2612.3756613756614,4844.8994708994705,3308.5079365079364,2816.563492063492,2710.9497354497353,283_BIDWILLII_4_1
2016-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2016-10-31,0,2551.595238095238,2618.9206349206347,5002.026455026455,3416.568783068783,2872.1560846560847,2723.8333333333335,283_BIDWILLII_4_1
2016-11-30,0,2587.2949735449733,2712.55291005291,5042.488095238095,3675.580687830688,3030.6468253968255,2794.830687830688,283_BIDWILLII_4_1
2016-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2017-01-31,0,2538.232804232804,2597.526455026455,5621.380952380952,3452.4523809523807,2860.822751322751,2744.8253968253966,283_BIDWILLII_4_1
2017-02-28,0,2545.9378306878307,2623.335978835979,5741.013227513227,3451.685185185185,2859.2804232804233,2764.910052910053,283_BIDWILLII_4_1
2017-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2017-04-30,0,2512.0158730158732,2560.100529100529,5337.693121693122,3203.2751322751324,2736.1084656084654,2676.328042328042,283_BIDWILLII_4_1
2017-05-31,0,2505.5833333333335,2548.728835978836,5110.64417989418,3154.1415343915346,2719.154761904762,2657.9920634920636,283_BIDWILLII_4_1
2017-06-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2017-07-31,0,2512.2433862433863,2560.2698412698414,4922.275132275132,3131.8201058201057,2721.3518518518517,2661.9603174603176,283_BIDWILLII_4_1
2017-08-31,0,2522.1798941798943,2588.1481481481483,4771.132275132275,3252.2804232804233,2797.973544973545,2669.5158730158732,283_BIDWILLII_4_1
2017-09-30,0,2541.2063492063494,2632.5925925925926,4779.10582010582,3358.8571428571427,2867.1878306878307,2700.531746031746,283_BIDWILLII_4_1
2017-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2017-11-30,0,2628.2486772486773,2604.574074074074,5767.219576719577,3609.968253968254,2929.26455026455,2798.989417989418,283_BIDWILLII_4_1
2017-12-31,0,2760.190476190476,3012.931216931217,5989.015873015873,4032.685185185185,3432.1878306878307,3198.2619047619046,283_BIDWILLII_4_1
2018-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2018-02-28,0,2545.190476190476,2616.89417989418,5232.978835978836,3415.1481481481483,2838.1878306878307,2741.121693121693,283_BIDWILLII_4_1
2018-03-31,0,2526.6150793650795,2580.772486772487,5003.793650793651,3257.6613756613756,2780.4748677248676,2696.5767195767194,283_BIDWILLII_4_1
2018-04-30,0,2517.535714285714,2562.85582010582,5026.723544973545,3252.4880952380954,2763.304232804233,2667.3756613756614,283_BIDWILLII_4_1
2018-05-31,0,2509.505291005291,2555.328042328042,4932.756613756614,3171.5608465608466,2732.4074074074074,2653.404761904762,283_BIDWILLII_4_1
2018-06-30,0,2499.026455026455,2559.2579365079364,4836.521164021164,3156.3492063492063,2721.14417989418,2646.5383597883597,283_BIDWILLII_4_1
2018-07-31,0,2504.8174603174602,2568.259259259259,4776.91798941799,3169.175925925926,2741.0330687830688,2655.3015873015875,283_BIDWILLII_4_1
2018-08-31,0,2533.074074074074,2618.2433862433863,4668.989417989418,3272.5925925925926,2815.171957671958,2694.2698412698414,283_BIDWILLII_4_1
2018-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2018-10-31,0,2530.354497354497,2628.585978835979,4674.326719576719,3342.7486772486773,2843.1203703703704,2726.203703703704,283_BIDWILLII_4_1
2018-11-30,0,5918.989417989418,6357.5661375661375,7929.619047619048,7363.849206349207,6469.216931216931,6246.976190476191,283_BIDWILLII_4_1
2018-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2019-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2019-02-28,0,2558.7195767195767,2679.2804232804233,4738.185185185185,3506.5793650793653,2944.8253968253966,2822.9021164021165,283_BIDWILLII_4_1
2019-03-31,0,2531.4563492063494,2587.322751322751,4574.230158730159,3301.8002645502647,2799.4325396825398,2691.1428571428573,283_BIDWILLII_4_1
2019-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2019-05-31,0,2511.363756613757,2547.546296296296,4693.548941798942,3198.7341269841268,2746.425925925926,2645.01455026455,283_BIDWILLII_4_1
2019-06-30,0,4166.390211640211,4441.9682539682535,6420.562169312169,4951.165343915344,4309.806878306878,4376.333333333333,283_BIDWILLII_4_1
2019-07-31,0,2511.834656084656,2562.468253968254,4640.578042328042,3178.5873015873017,2741.578042328042,2649.839947089947,283_BIDWILLII_4_1
2019-08-31,0,2533.304232804233,2623.490740740741,4571.588624338624,3315.612433862434,2841.042328042328,2688.291005291005,283_BIDWILLII_4_1
2019-09-30,0,2636.671957671958,2899.4497354497353,4933.338624338624,3844.2751322751324,3221.472222222222,2923.3068783068784,283_BIDWILLII_4_1
2019-10-31,0,2570.308201058201,2698.410052910053,4799.792328042328,3554.8425925925926,2983.8492063492063,2759.1415343915346,283_BIDWILLII_4_1
2019-11-30,0,2609.527777777778,2838.9206349206347,4813.895502645502,3821.654761904762,3153.19708994709,2862.665343915344,283_BIDWILLII_4_1
2019-12-31,0,2585.3253968253966,2747.171957671958,4833.7671957671955,3719.0925925925926,3071.9074074074074,2787.8915343915346,283_BIDWILLII_4_1
2020-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2020-02-29,0,2578.3293650793653,2669.9206349206347,4950.010582010582,3583.8425925925926,2970.7843915343915,2763.604497354497,283_BIDWILLII_4_1
2020-03-31,0,2543.324074074074,2590.9708994708994,5116.921957671958,3336.09126984127,2813.6243386243386,2713.6150793650795,283_BIDWILLII_4_1
2020-04-30,0,2530.521164021164,2580.4378306878307,4952.6640211640215,3284.1468253968255,2794.600529100529,2686.753968253968,283_BIDWILLII_4_1
2020-05-31,0,2508.8835978835978,2573.846560846561,4817.722222222223,3191.854497354497,2747.7698412698414,2664.362433862434,283_BIDWILLII_4_1
2020-06-30,0,2504.808201058201,2569.5132275132273,4786.867724867725,3182.1732804232806,2744.6428571428573,2658.7063492063494,283_BIDWILLII_4_1
2020-07-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2020-08-31,0,2539.798941798942,2625.3174603174602,4694.153439153439,3325.0185185185187,2850.410052910053,2706.584656084656,283_BIDWILLII_4_1
2020-09-30,0,2550.6931216931216,2646.39417989418,4813.0026455026455,3443.328042328042,2898.645502645503,2739.0714285714284,283_BIDWILLII_4_1
2020-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2020-11-30,0,2583.7433862433863,2706.9814814814813,5020.661375661376,3668.26455026455,3015.285714285714,2805.4338624338625,283_BIDWILLII_4_1
2020-12-31,0,2573.671957671958,2706.5185185185187,4870.994708994709,3648.740740740741,3000.6243386243386,2787.0449735449733,283_BIDWILLII_4_1
2021-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2021-02-28,0,2562.9814814814813,2636.6402116402114,5020.669312169312,3507.8121693121693,2916.4656084656085,2746.1243386243386,283_BIDWILLII_4_1
2021-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2021-04-30,0,2516.1507936507937,2562.521164021164,4829.525132275132,3237.8915343915346,2767.387566137566,2662.5515873015875,283_BIDWILLII_4_1
2021-05-31,0,2491.8386243386244,2543.240740740741,4600.597883597884,3044.568783068783,2671.4973544973545,2621.600529100529,283_BIDWILLII_4_1
2021-06-30,0,2506.0013227513227,2558.228835978836,4974.158730158731,3145.6203703703704,2720.3293650793653,2647.6335978835978,283_BIDWILLII_4_1
2021-07-31,0,2520.564814814815,2572.3531746031745,4980.26455026455,3203.703703703704,2762.3796296296296,2661.7658730158732,283_BIDWILLII_4_1
2021-08-31,0,2519.339947089947,2579.796296296296,4937.205026455026,3241.6097883597886,2773.4603174603176,2670.6481481481483,283_BIDWILLII_4_1
2021-09-30,0,780.8174603174604,1757.0833333333333,3308.1468253968255,3331.239417989418,3084.453703703704,1660.8796296296296,283_BIDWILLII_4_1
2021-10-31,0,2535.458994708995,2630.1111111111113,4831.833333333333,3347.978835978836,2846.3121693121693,2709.1825396825398,283_BIDWILLII_4_1
2021-11-30,0,2811.425925925926,3547.925925925926,5652.440476190476,4945.728835978836,4193.830687830688,3525.686507936508,283_BIDWILLII_4_1
2021-12-31,0,2954.0158730158732,3382.526455026455,6299.227513227514,4552.574074074074,3971.936507936508,3514.415343915344,283_BIDWILLII_4_1
2022-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-02-28,0,3706.0502645502647,3900.7063492063494,6924.775132275132,4591.653439153439,3809.3439153439153,4059.0343915343915,283_BIDWILLII_4_1
2022-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-04-30,0,2507.9338624338625,2552.7579365079364,5134.089947089947,3158.681216931217,2712.787037037037,2663.1613756613756,283_BIDWILLII_4_1
2022-05-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-06-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-07-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-08-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2022-09-30,0,2525.037037037037,2592.572751322751,5108.589947089947,3235.9603174603176,2770.6203703703704,2695.5079365079364,283_BIDWILLII_4_1
2022-11-30,0,2548.5873015873017,2650.701058201058,5607.206349206349,3518.4338624338625,2937.8518518518517,2804.809523809524,283_BIDWILLII_4_1
2022-12-31,0,2502.6296296296296,2616.468253968254,4178.075396825397,3096.4973544973545,2771.0978835978835,2700.9298941798943,283_BIDWILLII_4_1
2023-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2023-02-28,0,2533.6349206349205,2613.121693121693,5056.421957671958,3284.0767195767194,2802.042328042328,2727.6164021164022,283_BIDWILLII_4_1
2023-03-31,0,2540.0925925925926,2606.246031746032,5183.611111111111,3310.457671957672,2803.727513227513,2729.957671957672,283_BIDWILLII_4_1
2023-04-30,0,2509.345238095238,2573.5978835978835,4940.369047619048,3176.037037037037,2737.371693121693,2672.458994708995,283_BIDWILLII_4_1
2023-05-31,0,2492.2195767195767,2553.887566137566,4886.527777777777,3090.887566137566,2694.145502645503,2652.346560846561,283_BIDWILLII_4_1
2023-06-30,0,2494.281746031746,2559.703703703704,4940.25,3124.4113756613756,2707.6626984126983,2654.6891534391534,283_BIDWILLII_4_1
2023-07-31,0,7084.861111111111,6601.416666666667,7598.6005291005295,4236.4537037037035,3520.277777777778,6773.2817460317465,283_BIDWILLII_4_1
2023-08-31,0,2513.5396825396824,2597.3201058201057,4792.851851851852,3226.1190476190477,2776.791005291005,2685.0873015873017,283_BIDWILLII_4_1
2023-09-30,0,3786.7804232804233,4690.973544973545,6846.8359788359785,6428.2037037037035,6111.034391534392,4410.854497354498,283_BIDWILLII_4_1
2023-10-31,0,2564.636243386243,2736.3531746031745,4898.170634920635,3566.8174603174602,2966.4060846560847,2801.489417989418,283_BIDWILLII_4_1
2023-11-30,0,2573.6984126984125,2724.964285714286,4909.141534391534,3596.3809523809523,3000.4669312169312,2786.041005291005,283_BIDWILLII_4_1
2023-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2024-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2024-02-29,0,2530.228835978836,2578.7738095238096,5301.830687830688,3263.5,2767.9563492063494,2706.1164021164022,283_BIDWILLII_4_1
2024-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2024-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2024-05-31,0,2501.2169312169312,2539.4391534391534,5035.861111111111,3067.2738095238096,2683.9920634920636,2637.4431216931216,283_BIDWILLII_4_1
2024-06-30,0,2489.1825396825398,2532.3756613756614,5058.322751322751,3042.3915343915346,2671.5,2625.589947089947,283_BIDWILLII_4_1
2024-07-31,0,2499.335978835979,2546.8333333333335,5018.814814814815,3068.5,2684.613756613757,2632.6481481481483,283_BIDWILLII_4_1
2024-08-31,0,2506.8121693121693,2567.5013227513227,4988.293650793651,3157.5476190476193,2723.5873015873017,2668.830687830688,283_BIDWILLII_4_1
2024-09-30,0,2533.308201058201,2619.3267195767194,4894.091269841269,3292.259259259259,2818.0621693121693,2711.5251322751324,283_BIDWILLII_4_1
2024-10-31,0,2559.1613756613756,2642.510582010582,5022.976190476191,3438.835978835979,2891.0079365079364,2743.5820105820108,283_BIDWILLII_4_1
2024-11-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2024-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2025-01-31,0,2537.4126984126983,2649.7949735449733,5425.768518518518,3420.132275132275,2936.839947089947,2826.1150793650795,283_BIDWILLII_4_1
2025-02-28,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_1
2025-03-31,0,4298.23544973545,5030.537037037037,7321.4047619047615,5945.05291005291,5218.351851851852,4889.481481481482,283_BIDWILLII_4_1
2025-04-30,0,2779.113756613757,3032.2751322751324,5498.260582010582,3956.4232804232806,3516.98544973545,3109.208994708995,283_BIDWILLII_4_1
2025-05-31,0,2493.313492063492,2534.191798941799,4945.287037037037,3055.755291005291,2667.2050264550267,2632.503968253968,283_BIDWILLII_4_1
2015-07-31,0,3487.5,3563.5444444444443,6366.355555555556,4297.644444444444,3753.9,3679.3555555555554,283_BIDWILLII_4_3
2015-08-31,0,3518.038888888889,3587.4333333333334,6400.127777777778,4408.022222222222,3826.3888888888887,3705.572222222222,283_BIDWILLII_4_3
2015-09-30,0,3538.427777777778,3640.9944444444445,6545.788888888889,4592.116666666667,3912.222222222222,3760.538888888889,283_BIDWILLII_4_3
2015-10-31,0,3550.311111111111,3649.1111111111113,6652.877777777778,4638.422222222222,3950.6222222222223,3777.311111111111,283_BIDWILLII_4_3
2015-11-30,0,3579.1111111111113,3686.5055555555555,6977.666666666667,4854.927777777778,4034.5222222222224,3832.0222222222224,283_BIDWILLII_4_3
2015-12-31,0,5812.3388888888885,6260.0055555555555,9550.805555555555,7092.844444444445,5999.038888888889,6393.083333333333,283_BIDWILLII_4_3
2016-01-31,0,3528.9,3624.483333333333,7357.0,4701.283333333334,3924.0222222222224,3807.016666666667,283_BIDWILLII_4_3
2016-02-29,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2016-03-31,0,3631.011111111111,4046.9666666666667,6558.427777777778,4839.538888888889,4263.688888888889,4106.361111111111,283_BIDWILLII_4_3
2016-04-30,0,3478.3555555555554,3551.322222222222,6357.988888888889,4290.544444444445,3759.1666666666665,3693.1555555555556,283_BIDWILLII_4_3
2016-05-31,0,3502.4166666666665,3579.65,6575.0,4371.183333333333,3796.3722222222223,3699.461111111111,283_BIDWILLII_4_3
2016-06-30,0,3489.927777777778,3577.761111111111,6667.138888888889,4333.461111111111,3775.011111111111,3706.461111111111,283_BIDWILLII_4_3
2016-07-31,0,3497.761111111111,3579.5222222222224,6675.0055555555555,4381.022222222222,3800.733333333333,3706.5666666666666,283_BIDWILLII_4_3
2016-08-31,0,3516.9555555555557,3616.5,6795.155555555555,4483.211111111111,3856.4777777777776,3757.9555555555557,283_BIDWILLII_4_3
2016-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2016-10-31,0,3556.5,3624.4666666666667,6953.422222222222,4631.577777777778,3931.7444444444445,3773.5777777777776,283_BIDWILLII_4_3
2016-11-30,0,3583.616666666667,3716.9444444444443,7025.383333333333,4894.522222222222,4074.483333333333,3854.383333333333,283_BIDWILLII_4_3
2016-12-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2017-01-31,0,3539.311111111111,3604.9333333333334,7575.322222222222,4660.311111111111,3919.8888888888887,3797.8555555555554,283_BIDWILLII_4_3
2017-02-28,0,3790.0666666666666,4113.322222222222,8372.416666666666,5469.672222222222,4548.0055555555555,4262.577777777778,283_BIDWILLII_4_3
2017-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2017-04-30,0,3514.9666666666667,3557.366666666667,7170.266666666666,4337.733333333334,3765.8333333333335,3708.1222222222223,283_BIDWILLII_4_3
2017-05-31,0,3492.8166666666666,3542.5555555555557,6875.761111111111,4274.0888888888885,3743.65,3682.7277777777776,283_BIDWILLII_4_3
2017-06-30,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2017-07-31,0,3496.9777777777776,3556.788888888889,6665.0888888888885,4267.633333333333,3752.3444444444444,3681.9222222222224,283_BIDWILLII_4_3
2017-08-31,0,3510.9777777777776,3575.9444444444443,6554.177777777778,4390.155555555555,3823.0222222222224,3689.7444444444445,283_BIDWILLII_4_3
2017-09-30,0,3543.3777777777777,3625.488888888889,6594.922222222222,4515.7,3897.188888888889,3733.0555555555557,283_BIDWILLII_4_3
2017-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2017-11-30,0,3632.0222222222224,3589.7444444444445,7598.9111111111115,4761.711111111111,3962.4555555555557,3827.8888888888887,283_BIDWILLII_4_3
2017-12-31,0,3793.4555555555557,4118.355555555556,8160.622222222222,5415.3,4677.844444444445,4403.111111111111,283_BIDWILLII_4_3
2018-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0,283_BIDWILLII_4_3
2018-02-28,0,3540.188888888889,3632.311111111111,7174.877777777778,4613.988888888889,3891.4444444444443,3792.8333333333335,283_BIDWILLII_4_3
